carat,x_dimension,y_dimension,z_dimension,depth,table,price,clarity,color,cut
1.1622252600602554,6.8,6.81,4.21,62.45771371835029,59.0,8100.0,vvs2,d,good
0.4,4.8,4.78,2.96,62.2,56.4216957613354,1400.0,si1,j,very good
1.15,6.5,6.515452367170015,4.02,62.0,58.0,9800.0,if,g,ideal
0.8050271764825974,5.9,5.88,3.63,62.4,56.85070731142892,2100.0,i1,h,good
0.55,5.3,5.292149192738745,3.29,62.1,54.0,1700.0,si2,i,fair
0.6,5.6,5.58,3.48,62.27459653817508,57.0,3700.0,vvs2,d,premium
0.883935357367724,6.1,6.12,3.783440203259924,62.1,59.0,5000.0,si1,f,very good
0.35,4.5,4.52,2.79,62.0,56.32912862312296,900.0,i1,g,ideal
0.75,5.8,5.81,3.601680818062002,62.3,56.0,4600.0,vvs1,h,good
0.8096642287838183,5.9,5.879506677968409,3.64,62.2,54.0,2500.0,si2,e,fair
1.05,6.6,6.59,4.09,62.4390740529212,58.0,9600.0,if,i,premium
0.4,4.7,4.69,2.91,62.1,56.397300545382286,1800.0,vvs2,j,good
0.55,5.3,5.295692037307998,3.28,62.4,57.0,2300.0,i1,g,very good
1.1575744482330173,6.8,6.79,4.21,62.2,57.26514836934024,7900.0,vvs1,h,ideal
0.7,5.7,5.69,3.53,62.5,56.769729153508685,4000.0,si2,d,good
0.9,6.2,6.22,3.846441593090386,62.3,59.0,6600.0,si1,colorless,premium
0.5,5.2,5.199159509962429,3.22,62.6,58.0,3100.0,vvs2,f,good
0.45,4.8,4.81,2.98,62.19857961607464,54.0,1100.0,i1,i,fair
1.2,6.8,6.802800687180512,4.2,62.7,58.0,10200.0,vvs1,e,premium
0.65,5.6,5.59,3.47,62.276732973898746,57.0,3500.0,si2,g,good
0.55,5.4,5.3874064816994816,3.34,62.4,56.0,2800.0,vvs2,d,very good
1.3,6.9,6.92,4.2718140096652855,62.8,59.0,9900.0,si1,h,ideal
0.75,5.9,5.8936187317011175,3.65,62.5,57.0,4700.0,if,f,good
0.8547761780254861,6.0,5.988189847045113,3.71,62.6,55.0,2600.0,i1,e,fair
0.5,5.1,5.105118598753273,3.17,62.1,56.0,2200.0,si2,i,very good
0.85,6.0,6.03,3.73,62.33367277297498,58.0,6500.0,vvs2,e,premium
0.7392396586258281,5.7,5.719293444132123,3.56,62.4,56.0,1900.0,i1,g,ideal
1.1,6.6,6.58,4.079536518243619,62.5,54.0,7100.0,si2,h,fair
0.9727579953965808,6.3,6.32,3.92,62.40939338506554,57.0,7800.0,vvs1,d,good
0.9,6.2,6.218311371906608,3.85,62.2,59.0,6700.0,si1,i,very good
0.5,5.2,5.23,3.2394098329243683,62.1,58.0,3200.0,vvs2,f,premium
0.653471528064455,5.5,5.499273619859898,3.41,62.3,56.0,2400.0,i1,colorless,good
0.4,4.7,4.69,2.91,62.114651766048645,57.0,2600.0,if,g,ideal
1.15,6.7,6.71,4.14,62.6,57.1941043738485,9200.0,vvs2,h,fair
0.7781818078020435,5.8,5.81,3.6033599790952273,62.359353491140084,55.0,3000.0,si2,e,very good
0.7,5.7,5.68,3.53,62.7,58.0,4100.0,si1,i,premium
0.65,5.6,5.57,3.453717544289227,62.4,56.0,3600.0,vvs1,d,good
1.25,6.8,6.819795983745875,4.21,62.46112230900795,59.0,10300.0,if,g,ideal
0.55,5.3,5.284817805594362,3.28,62.1,54.0,2300.0,i1,f,fair
0.6,5.5,5.49,3.402467253258605,62.2,57.0,3400.0,si2,e,premium
1.0121758074590774,6.4,6.42,3.97,62.425463506083574,57.08661864442994,8000.0,vvs2,d,good
0.75,5.9,5.88,3.65,62.3,56.86935708019056,4400.0,si1,i,very good
1.4,7.1,7.121067534212948,4.4,62.7,58.0,11500.0,vvs1,e,premium
0.8189415439829073,5.9,5.89,3.652664361171252,62.8,55.0,2500.0,i1,f,good
0.45,4.8,4.79,2.97,62.15465714616964,56.0,1500.0,si2,h,ideal
0.95,6.3,6.31,3.92,62.42910427047854,56.0,6800.0,si2,g,very good
1.05,6.7,6.68,4.137391124777823,62.5,57.0,7300.0,i1,colorless,premium
0.55,5.3,5.29,3.2745457854136664,62.1,58.0,3100.0,vvs1,h,good
0.65,5.6,5.59,3.46,62.29736320493846,56.0,3300.0,si2,i,fair
1.0467816699075057,6.5,6.51,4.03,62.3,57.13649219196572,7700.0,vvs2,e,premium
0.8,6.0,6.001923529739073,3.72,62.35062463978318,57.0,5900.0,if,f,good
1.15,6.8,6.82,4.21,62.6,58.0,9300.0,si1,g,very good
1.0088996170077067,6.4,6.409475351848428,3.97,62.4,57.086716041466296,7900.0,vvs2,d,fair
0.7,5.7,5.68,3.52,62.5,56.76783023135425,4200.0,si2,h,ideal
1.3,7.0,7.001209338426308,4.33,62.7,56.0,9800.0,i1,i,premium
0.4,4.8,4.77,2.96,62.17177109292588,55.0,2700.0,vvs1,f,good
0.6777715342185675,5.6,5.58,3.449897570245393,62.2,59.0,2900.0,si2,e,good
0.85,6.1,6.09,3.78,62.38943618965158,56.0,6500.0,if,d,very good
1.2,6.9,6.89,4.272083043349399,62.8,54.0,10100.0,vvs2,g,fair
0.5,5.1,5.100864443671296,3.16,62.3,57.0,3000.0,si1,h,premium
1.05,6.6,6.59,4.08,62.43912792946166,58.0,7400.0,i1,i,very good
0.45,4.9,4.881307544553789,3.02,62.4,55.0,2600.0,vvs2,e,good
0.75,5.8,5.77,3.59,62.33362852509307,56.0,4600.0,si2,f,ideal
0.963318433342037,6.3,6.28,3.886789767927283,62.5,57.0,7200.0,if,g,premium
0.6,5.5,5.49,3.405179102430459,62.1,56.0,3600.0,vvs1,h,good
0.9,6.2,6.21,3.84,62.34645476893277,59.0,6800.0,si2,h,premium
1.1,6.7,6.700990046585608,4.15,62.2,56.0,9500.0,vvs1,e,very good
1.049045741545854,6.5,6.52,4.04,62.42505385976196,58.0,7600.0,if,i,good
0.45,4.9,4.88,3.0303728035280106,62.5,54.0,2100.0,si1,f,fair
0.7,5.7,5.697595982614476,3.54,62.4,55.0,4300.0,vvs2,g,ideal
0.616472402782243,5.4,5.41,3.35,62.26434545380204,56.0,2200.0,i1,colorless,premium
0.8,6.0,5.999950270838398,3.72,62.7,57.0,6300.0,vvs2,h,very good
1.25,6.9,6.903762858886606,4.26,62.49750043516618,58.0,10400.0,si2,d,good
0.55,5.4,5.39,3.33,62.6,56.62969427795477,2800.0,si1,i,fair
0.9631893288674895,6.3,6.311254373852155,3.9,62.3,59.0,7800.0,vvs1,e,premium
0.65,5.6,5.57,3.47,62.29639154573359,56.0,3400.0,i1,g,very good
1.3,7.0,7.009715655342746,4.33,62.7,58.0,10200.0,si2,h,fair
0.5,5.2,5.19,3.2230184813770335,62.8,55.0,3200.0,vvs1,i,ideal
0.85,6.1,6.11,3.78,62.36982143057036,57.0,6400.0,si2,f,very good
0.6869526613713082,5.6,5.602291771209873,3.46,62.4,59.0,2300.0,i1,g,good
1.05,6.6,6.62,4.09,62.6,57.153770034303285,9300.0,vvs2,e,ideal
0.4,4.7,4.706592035737768,2.92,62.1,56.0,2400.0,si1,f,fair
1.2,6.8,6.804080794459601,4.2,62.478838129201165,58.0,10100.0,vvs1,g,premium
0.8060615540176199,5.9,5.88,3.65,62.5,57.0,2600.0,i1,h,very good
0.75,5.9,5.89,3.64,62.35151833380785,56.0,4500.0,si2,i,good
0.95,6.4,6.41,3.97,62.403543485791324,58.0,6900.0,vvs2,g,ideal
1.15,6.9,6.88,4.27,62.53483211409454,56.0,9600.0,si1,f,very good
0.55,5.3,5.312319961345563,3.29,62.3,59.0,3100.0,vvs1,h,fair
1.0542192177395937,6.5,6.52,4.03,62.6,57.1086936847979,7700.0,if,i,premium
0.65,5.6,5.58,3.47,62.29710236039912,56.0,3300.0,si2,e,good
0.8,6.1,6.08,3.76843524295156,62.5,57.0,4000.0,i1,g,fair
1.055998903791287,6.5,6.53,4.04,62.7,58.0,7900.0,vvs2,h,premium
1.3,7.1,7.097869976095579,4.39,62.57524148123391,56.0,10300.0,si1,colorless,very good
0.7,5.8,5.77,3.59,62.35287694782828,55.0,4300.0,vvs1,i,fair
0.4,4.8,4.78,2.9575910818178137,62.4,58.0,2100.0,si2,f,premium
1.05,6.7,6.68,4.14,62.4973861347538,56.0,7400.0,i1,g,good
0.85,6.2,6.21,3.848277057055079,62.2,57.0,6500.0,vvs2,h,fair
0.7352643690236484,5.7,5.69,3.52,62.8,56.74094210791894,4100.0,si1,i,very good
0.45,4.9,4.907375003769004,3.03,62.1,59.0,2600.0,vvs1,g,ideal
1.2,6.9,6.88,4.27,62.5,56.0,10100.0,si2,f,premium
0.5,5.1,5.12,3.1726592537994422,62.6,57.0,3200.0,vvs1,i,fair
0.6,5.5,5.52,3.42,62.281492316609146,56.0,3500.0,si1,g,very good
1.4,7.2,7.2095419444952,4.45,62.7,58.0,12000.0,vvs2,h,good
1.015857661616371,6.4,6.41,3.97,62.46875869463371,55.0,8000.0,if,i,fair
0.75,5.9,5.91,3.66,62.3,59.0,4600.0,si1,f,premium
1.1,6.8,6.79,4.21,62.49580042516081,57.0,9400.0,vvs2,f,fair
0.4,4.7,4.69,2.9086157200432643,62.2,55.0,2200.0,si1,i,premium
0.6127126646784036,5.4,5.43,3.35,62.20249827137617,59.0,2400.0,i1,g,very good
0.75,5.9,5.89,3.6530875089843873,62.7,56.0,4400.0,vvs1,h,good
1.35,7.2,7.208025991223281,4.46,62.8,57.0,10700.0,si2,e,ideal
1.096676899355154,6.6,6.61,4.09,62.6,55.0,7900.0,vvs1,i,fair
0.9,6.3,6.31,3.9,62.384365494101345,58.0,6900.0,si2,g,premium
0.6,5.5,5.49,3.41,62.2789756216168,56.0,3600.0,if,h,very good
0.7314000108027314,5.7,5.700656991002344,3.53,62.4,57.0,2500.0,i1,i,ideal
0.85,6.2,6.2060842708581205,3.84,62.34439704542948,59.0,6600.0,vvs2,f,premium
1.25,6.9,6.91,4.270111968153871,62.3,58.0,10500.0,si2,g,fair
0.5,5.2,5.1978866188495125,3.22,62.1,57.0,3100.0,vvs1,h,very good
0.95,6.4,6.38,3.96,62.443033848493116,56.0,7100.0,si2,d,good
1.0066470685169309,6.4,6.421714812132526,3.98,62.2,58.0,7600.0,if,i,very good
0.45,4.8,4.81,2.9831121998853893,62.5,55.0,2500.0,vvs1,e,premium
1.3,7.0,7.01,4.34,62.53866018634615,57.0,9900.0,si1,g,ideal
1.0911134922427053,6.6,6.62,4.094489917132287,62.6,58.0,8100.0,vvs2,h,fair
0.7,5.8,5.77,3.58,62.33145630842024,56.0,4200.0,si2,i,very good
0.55,5.4,5.38,3.3293756550326497,62.4,59.0,3300.0,vvs1,f,good
1.2,6.8,6.81,4.21,62.7,57.22983620315112,10100.0,i1,g,premium
1.05,6.6,6.65,4.11,62.4441512556595,58.0,9200.0,vvs2,f,very good
0.35,4.5,4.49,2.7809423165431557,62.3,56.0,2100.0,si1,i,premium
0.8,6.0,6.01,3.72,62.330385616246446,58.0,4900.0,vvs1,h,fair
1.054202369305023,6.5,6.52,4.03,62.6,57.109511313226626,7900.0,vvs1,h,good
0.5,5.1,5.11,3.1718238921022834,62.5,55.0,2900.0,si2,e,premium
1.35,7.1,7.12,4.4,62.579113504610945,56.0,9900.0,i1,i,ideal
0.65,5.5,5.503648066856037,3.41,62.260776957403856,57.0,3400.0,si2,f,very good
1.15,6.8,6.85,4.23,62.7,57.23524573542593,9800.0,vvs1,g,premium
0.4,4.7,4.707483806019456,2.91,62.1,58.0,2000.0,si2,h,fair
0.9660557455538936,6.3,6.306737390757035,3.9,62.38638546903041,58.0,7700.0,vvs2,e,good
0.95,6.4,6.42,3.96,62.44578948164799,56.0,7100.0,si1,g,ideal
0.45,4.9,4.89,3.0223056743888326,62.4,59.0,2300.0,si1,f,very good
1.25,6.9,6.898206521701019,4.27,62.56058916434777,55.0,10400.0,vvs2,h,good
0.85,6.1,6.13,3.78,62.35020667148913,58.0,6300.0,si2,e,fair
1.0161232306084633,6.4,6.43,3.97,62.5,57.07910526060461,7500.0,vvs1,g,very good
